Datetime,Open,High,Low,Close,Adj Close,Volume,MACD,MACDsig,MACDhist,EMA,EMA_short,EMA_long,EMA_x,buy_sig,sell_sig,buy_sig_EMA,sell_sig_EMA,Volume_MA_short,Volume_MA_long,buy_sig_adj,sell_sig_adj
2023-02-01 09:30:00,0.8999999761581421,0.9100000262260436,0.8899999856948853,0.8999999761581421,0.8999999761581421,0,,,,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,,,,,0.0,0.0,,
2023-02-01 10:30:00,0.8999999761581421,0.9100000262260436,0.8999999761581421,0.9100000262260436,0.9100000262260436,5890000,,,,0.9024999886751175,0.9009523618788947,0.9003921349843343,0.9000994791438924,,,,,2945000.0,2945000.0,,
2023-02-01 11:30:00,0.9100000262260436,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,24966009,,,,0.9068749956786633,0.9027664242417905,0.901161071521784,0.9002974944428518,,,,,10285336.333333334,10285336.333333334,,
2023-02-01 12:30:00,0.9200000166893004,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,2513421,,,,0.9101562509313226,0.904407718760601,0.9018998536852161,0.900493539440329,,,,,8342357.5,8342357.5,,
2023-02-01 13:30:00,0.9200000166893004,0.9300000071525574,0.9100000262260436,0.9200000166893004,0.9200000166893004,36125671,,,,0.9126171923708171,0.9058926995157153,0.9026096639991018,0.9006876337413138,,,,,13899020.2,13899020.2,,
2023-02-01 14:30:00,0.9300000071525574,0.9399999976158142,0.9200000166893004,0.9300000071525574,0.9300000071525574,0,,,,0.9169628960662521,0.9081886335763669,0.9036837951031589,0.9009792991483908,,,,,11582516.833333334,11582516.833333334,,
2023-02-01 15:30:00,0.9399999976158142,0.9700000286102296,0.9300000071525574,0.949999988079071,0.949999988079071,294106519,,,,0.9252221690694569,0.9121706673385291,0.905500116396332,0.9014670671974523,,,,,51943088.571428575,51943088.571428575,,
2023-02-02 09:30:00,0.949999988079071,0.949999988079071,0.9300000071525574,0.9300000071525574,0.9300000071525574,0,,,,0.926416628590232,0.91386869970177,0.9064608964259879,0.9017509770477519,,,0.9300000071525574,,45450202.5,45450202.5,,
2023-02-02 10:30:00,0.9300000071525574,0.949999988079071,0.9300000071525574,0.9399999976158142,0.9399999976158142,18368000,,,,0.9298124708466275,0.9163573947412027,0.9077761552961772,0.9021315643170859,,,,,42441068.88888889,42441068.88888889,,
2023-02-02 11:30:00,0.9399999976158142,0.9399999976158142,0.9300000071525574,0.9300000071525574,0.9300000071525574,3428000,,,,0.92985935492311,0.9176566911613318,0.9086476788983882,0.9024088622557472,,,,,38539762.0,38539762.0,,
2023-02-02 12:30:00,0.9399999976158142,0.9399999976158142,0.9300000071525574,0.9300000071525574,0.9300000071525574,2008000,,,,0.9298945179804718,0.918832245065258,0.9094850251044341,0.9026834010109394,,,,,35218692.72727273,35218692.72727273,,
2023-02-02 13:30:00,0.9300000071525574,0.9399999976158142,0.9300000071525574,0.9399999976158142,0.9399999976158142,6788220,,,,0.9324208878893074,0.9208482214986442,0.9106816906931157,0.9030547104298934,,,,,32849486.666666668,32849486.666666668,,
2023-02-02 14:30:00,0.9399999976158142,0.949999988079071,0.9300000071525574,0.9399999976158142,0.9399999976158142,22718000,,,,0.9343156653209341,0.9226722001764699,0.9118314282194959,0.9034223252277632,,,,,32070141.53846154,32070141.53846154,,
2023-02-02 15:30:00,0.9399999976158142,0.9399999976158142,0.9300000071525574,0.9300000071525574,0.9300000071525574,25558000,,,,0.9332367507788399,0.9233700865551449,0.9125439215109885,0.9036867797742786,,,,,31604988.57142857,31604988.57142857,,
2023-02-03 09:30:00,0.9300000071525574,0.9300000071525574,0.9100000262260436,0.9200000166893004,0.9200000166893004,0,,,,0.9299275672564551,0.9230491275203025,0.9128363174003341,0.9038491005396022,,,,,29497989.333333332,29497989.333333332,,
2023-02-03 10:30:00,0.9100000262260436,0.9200000166893004,0.8999999761581421,0.9100000262260436,0.9100000262260436,41572000,,,,0.9249456819988522,0.9218063559684684,0.91272509029546,0.9039103037802634,,,,,30252615.0,30252615.0,,
2023-02-03 11:30:00,0.9100000262260436,0.9200000166893004,0.8999999761581421,0.8999999761581421,0.8999999761581421,7569394,,,,0.9187092555386747,0.9197295578912945,0.9122260662116437,0.9038713950477051,,,,0.8999999761581421,28918307.88235294,28918307.88235294,,
2023-02-03 12:30:00,0.9100000262260436,0.9100000262260436,0.8999999761581421,0.8999999761581421,0.8999999761581421,2886000,,,,0.9140319356935416,0.9178505501071847,0.9117466116997417,0.9038328734667145,,,,,27472068.555555556,27472068.555555556,,
2023-02-03 13:30:00,0.8999999761581421,0.9200000166893004,0.8999999761581421,0.9100000262260436,0.9100000262260436,17413982,,,,0.913023958326667,0.9171028811661237,0.9116781181517535,0.9038942381707875,,,,,26942695.57894737,26942695.57894737,,
2023-02-03 14:30:00,0.9200000166893004,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,3333996,,,,0.9147679729173255,0.9173787988349977,0.9120044671140103,0.9040544946734593,,,,,25762260.6,25762260.6,,
2023-02-03 15:30:00,0.9100000262260436,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,7738537,,,,0.9160759838603192,0.9176284386306457,0.9123180180777473,0.9042131565840648,,,,,26149187.45,24903988.04761905,,
