Datetime,Open,High,Low,Close,Adj Close,Volume,MACD,MACDsig,MACDhist,EMA,EMA_short,EMA_long,EMA_x,buy_sig,sell_sig,buy_sig_EMA,sell_sig_EMA,Volume_MA_short,Volume_MA_long,buy_sig_adj,sell_sig_adj
2023-01-09 09:30:00,0.8700000047683716,0.8899999856948853,0.8600000143051147,0.8899999856948853,0.8899999856948853,0,,,,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.8899999856948853,,,,,0.0,0.0,,
2023-01-09 10:30:00,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8899999856948853,0.8899999856948853,8659194,,,,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.8899999856948853,,,,,4329597.0,4329597.0,,
2023-01-09 11:30:00,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8899999856948853,0.8899999856948853,2857000,,,,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.8899999856948853,,,,,3838731.3333333335,3838731.3333333335,,
2023-01-09 12:30:00,0.8899999856948853,0.8899999856948853,0.8700000047683716,0.8700000047683716,0.8700000047683716,14647991,,,,0.8849999904632568,0.8880952256066459,0.8892156727173749,0.8898009809095468,,,,,6541046.25,6541046.25,,
2023-01-09 13:30:00,0.8700000047683716,0.8899999856948853,0.8700000047683716,0.8799999952316284,0.8799999952316284,30324000,,,,0.8837499916553497,0.8873242512852156,0.8888542736002868,0.8897034586639955,,,,,11297637.0,11297637.0,,
2023-01-09 14:30:00,0.8799999952316284,0.8899999856948853,0.8700000047683716,0.8899999856948853,0.8899999856948853,15517012,,,,0.8853124901652336,0.8875790831337556,0.8888992034863494,0.8897064091817157,,,,,12000866.166666666,12000866.166666666,,
2023-01-09 15:30:00,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8899999856948853,0.8899999856948853,19672000,,,,0.8864843640476465,0.8878096452824346,0.8889423714160959,0.8897093303410507,,,,,13096742.42857143,13096742.42857143,,
2023-01-10 09:30:00,0.8899999856948853,0.8999999761581421,0.8799999952316284,0.8899999856948853,0.8899999856948853,0,,,,0.8873632694594562,0.8880182491312394,0.8889838464858524,0.8897122224341237,,,,,11459649.625,11459649.625,,
2023-01-10 10:30:00,0.8799999952316284,0.8999999761581421,0.8799999952316284,0.8999999761581421,0.8999999761581421,25380000,,,,0.8905224461341277,0.8891593659909445,0.8894158515710403,0.8898145881428206,,,,,13006355.222222222,13006355.222222222,,
2023-01-10 11:30:00,0.8999999761581421,0.8999999761581421,0.8899999856948853,0.8999999761581421,0.8999999761581421,3567600,,,,0.8928918286401313,0.890191805054487,0.8898309152803385,0.8899159352872517,,,,,12062479.7,12062479.7,,
2023-01-10 12:30:00,0.8899999856948853,0.8999999761581421,0.8899999856948853,0.8999999761581421,0.8999999761581421,3066276,,,,0.894668865519634,0.8911259165881684,0.8902297019814289,0.890016274002385,,,,,11244643.0,11244643.0,,
2023-01-10 13:30:00,0.8999999761581421,0.8999999761581421,0.8899999856948853,0.8999999761581421,0.8999999761581421,6788000,,,,0.896001643179261,0.8919710651186421,0.8906128499883589,0.8901156143223429,,,0.8999999761581421,,10873256.083333334,10873256.083333334,,
2023-01-10 14:30:00,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.8899999856948853,0.8899999856948853,24985971,,,,0.8945012288081671,0.8917833432687604,0.8905888160944971,0.8901144637887364,,,,,11958849.538461538,11958849.538461538,,
2023-01-10 15:30:00,0.8899999856948853,0.8999999761581421,0.8899999856948853,0.8899999856948853,0.8899999856948853,33496873,,,,0.8933759180298466,0.891613499690296,0.890565724706277,0.8901133247032255,,,,,13497279.785714285,13497279.785714285,,
2023-01-11 09:30:00,0.8899999856948853,0.8999999761581421,0.8799999952316284,0.8799999952316284,0.8799999952316284,0,,,,0.8900319373302921,0.8905074516466134,0.8901513823739379,0.8900126945592295,,,,0.8799999952316284,12597461.133333333,12597461.133333333,,
