Date,Open,High,Low,Close,Adj Close,Volume,MACD,MACDsig,MACDhist,EMA,EMA_short,EMA_long,EMA_x,buy_sig,sell_sig,buy_sig_EMA,sell_sig_EMA,Volume_MA_short,Volume_MA_long,buy_sig_adj,sell_sig_adj
2022-01-03,0.8600000143051147,0.8600000143051147,0.8500000238418579,0.8500000238418579,0.8204219341278076,33591668,,,,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,,,,,33591668.0,33591668.0,,
2022-01-04,0.8500000238418579,0.8899999856948853,0.8500000238418579,0.8799999952316284,0.8493779897689819,273704568,,,,0.8575000166893005,0.852857163974217,0.8511764933081235,0.8502985310198656,,,,,153648118.0,153648118.0,,
2022-01-05,0.8799999952316284,0.9100000262260436,0.8799999952316284,0.8899999856948853,0.85903000831604,206111112,,,,0.8656250089406967,0.8563945755666615,0.8526989832056435,0.8506935703698658,,,,,171135782.66666666,171135782.66666666,,
2022-01-06,0.8899999856948853,0.9100000262260436,0.8799999952316284,0.8999999761581421,0.8686820268630981,109531538,,,,0.8742187507450581,0.8605474708610883,0.8545539241057416,0.8511841813727343,,,,,155734721.5,155734721.5,,
2022-01-07,0.8999999761581421,0.9200000166893004,0.8899999856948853,0.9200000166893004,0.8879861235618591,174403376,,,,0.8856640672311187,0.8662096180828228,0.857120437540391,0.8518689160525011,,,,,159468452.4,159468452.4,,
2022-01-10,0.9200000166893004,0.9300000071525574,0.9100000262260436,0.9200000166893004,0.8879861235618591,86206203,,,,0.8942480545956641,0.8713325131882017,0.8595863033893679,0.8525468374518723,,,,,147258077.5,147258077.5,,
2022-01-11,0.9100000262260436,0.9200000166893004,0.8799999952316284,0.8899999856948853,0.85903000831604,193053959,,,,0.8931860373704694,0.8731103677126477,0.8607789968131137,0.8529195055935939,,,,,153800346.2857143,153800346.2857143,,
2022-01-12,0.8999999761581421,0.9200000166893004,0.8899999856948853,0.9100000262260436,0.878334105014801,161663538,,,,0.897389534584363,0.8766236685234474,0.8627092332606795,0.8534874709730212,,,0.9100000262260436,,154783245.25,154783245.25,,
2022-01-13,0.9100000262260436,0.9300000071525574,0.8999999761581421,0.9100000262260436,0.878334105014801,137592872,,,,0.9005421574947832,0.879802369257028,0.864563774161282,0.8540497849556384,,,,,152873203.7777778,152873203.7777778,,
2022-01-14,0.9100000262260436,0.9100000262260436,0.8999999761581421,0.9100000262260436,0.878334105014801,45584475,,,,0.9029066246775983,0.8826783365874106,0.8663455879677433,0.8546065037742495,,,,,142144330.9,142144330.9,,
2022-01-17,0.9100000262260436,0.9100000262260436,0.8999999761581421,0.8999999761581421,0.8686820268630981,65350997,,,,0.9021799625477342,0.8843280165465279,0.8676653678967786,0.8550581801163779,,,,,135163118.72727272,135163118.72727272,,
2022-01-18,0.9100000262260436,0.9300000071525574,0.8999999761581421,0.9200000166893004,0.8879861235618591,145323662,,,,0.9066349760831258,0.8877253498934586,0.8697177070651129,0.8557043675449643,,,,,136009830.66666666,136009830.66666666,,
2022-01-19,0.9200000166893004,0.9300000071525574,0.9200000166893004,0.9300000071525574,0.8976381421089172,141892832,,,,0.9124762338504837,0.8917515077276585,0.8720817188332479,0.8564436276405623,,,,,136462369.23076922,136462369.23076922,,
