Date,Open,High,Low,Close,Adj Close,Volume,MACD,MACDsig,MACDhist,EMA,EMA_short,EMA_long,EMA_x,buy_sig,sell_sig,buy_sig_EMA,sell_sig_EMA,Volume_MA_short,Volume_MA_long,buy_sig_adj,sell_sig_adj
2021-01-04,6.940000057220459,7.090000152587891,6.840000152587891,6.949999809265137,6.226978778839111,29930800,,,,6.949999809265137,6.949999809265137,6.949999809265137,6.949999809265137,,,,,29930800.0,29930800.0,,
2021-01-05,6.989999771118164,7.0,6.820000171661377,6.96999979019165,6.244897842407227,23432372,,,,6.954999804496765,6.951904569353377,6.950784122242648,6.950198814050475,,,,,26681586.0,26681586.0,,
2021-01-06,7.0,7.130000114440918,6.920000076293945,7.110000133514404,6.370333671569824,25364459,,,,6.993749886751175,6.9669612897496656,6.95702788739056,6.9517888769307135,,,,,26242543.666666668,26242543.666666668,,
2021-01-07,7.139999866485596,7.199999809265137,6.920000076293945,7.050000190734863,6.316575527191162,20006531,,,,7.007812462747097,6.97486975651016,6.960673860070729,6.95276610393374,,,,,24683540.5,24683540.5,,
2021-01-08,7.059999942779541,7.210000038146973,7.010000228881836,7.190000057220459,6.44201135635376,35119481,,,,7.0533593613654375,6.995358356577808,6.969667044272679,6.955126640782365,,,,,26770728.6,26770728.6,,
2021-01-11,7.199999809265137,7.28000020980835,7.070000171661377,7.119999885559082,6.379293441772461,26519138,,,,7.070019492413849,7.007228978385548,6.975562449813323,6.956767170581138,,,,,26728796.833333332,26728796.833333332,,
2021-01-12,7.170000076293945,7.630000114440918,7.110000133514404,7.570000171661377,6.782479286193848,39561237,,,,7.195014662225731,7.060826234888007,6.998873733023051,6.962868991487409,,,,,28562002.57142857,28562002.57142857,,
2021-01-13,7.630000114440918,7.690000057220459,7.349999904632568,7.480000019073486,6.701841831207275,25512952,,,,7.26626100143767,7.100747547667577,7.017741430515225,6.96801457385145,,,7.480000019073486,,28180871.25,28180871.25,,
2021-01-14,7.489999771118164,7.489999771118164,7.300000190734863,7.349999904632568,6.585366249084473,25564380,,,,7.287195727236394,7.124485867378529,7.030771174598258,6.9718154229139495,,,,,27890150.0,27890150.0,,
2021-01-15,7.309999942779541,7.519999980926514,7.260000228881836,7.320000171661377,6.5584869384765625,23043514,,,,7.29539683834264,7.1431062773102285,7.042113488208577,6.975279947777108,,,,,27405486.4,27405486.4,,
2021-01-18,7.320000171661377,7.53000020980835,7.300000190734863,7.46999979019165,6.692882061004639,23386240,,,,7.339047576304893,7.174238992822745,7.058893343188306,6.98020253327377,,,,,27040100.363636363,27040100.363636363,,
2021-01-19,7.550000190734863,7.929999828338623,7.5,7.730000019073486,6.9258341789245605,53521488,,,,7.436785686997041,7.227168614370435,7.085211252046548,6.9876632047742655,,,,,29246882.666666668,29246882.666666668,,
2021-01-20,7.809999942779541,7.849999904632568,7.579999923706055,7.690000057220459,6.889995574951172,37220699,,,,7.5000892795528955,7.2712477994037705,7.108928460092584,6.994651631166765,,,,,29860253.153846152,29860253.153846152,,
