Date,Open,High,Low,Close,Adj Close,Volume
2000-07-01,16.5,22.0,16.299999237060547,18.049999237060547,11.585498809814453,867750692
2000-08-01,18.399999618530273,20.200000762939453,18.0,18.100000381469727,11.617593765258789,507227295
2000-09-01,18.25,19.100000381469727,15.5,17.450000762939453,11.200387954711914,454965469
2000-10-01,17.299999237060547,18.600000381469727,14.699999809265137,15.649999618530273,10.04504680633545,325563805
2000-11-01,15.850000381469727,17.100000381469727,10.350000381469727,11.050000190734863,7.092508316040039,647567151
2000-12-01,11.899999618530273,14.0,11.350000381469727,11.949999809265137,7.67017936706543,452081631
2001-01-01,11.75,13.850000381469727,11.25,12.899999618530273,8.279942512512207,394231470
2001-02-01,12.899999618530273,13.199999809265137,11.25,11.949999809265137,7.67017936706543,259019002
2001-03-01,11.800000190734863,11.899999618530273,8.100000381469727,8.399999618530273,5.391590595245361,447792558
2001-04-01,8.5,11.350000381469727,7.75,10.850000381469727,6.964138031005859,456370416
2001-05-01,11.199999809265137,13.25,11.199999809265137,12.699999809265137,8.151572227478027,786419893
2001-06-01,12.649999618530273,14.149999618530273,12.149999618530273,13.550000190734863,8.697149276733398,522267780
2001-07-01,13.75,14.199999809265137,12.149999618530273,13.5,8.665057182312012,294265393
2001-08-01,13.5,13.699999809265137,9.399999618530273,9.75,6.258097171783447,545908989
2001-09-01,9.75,9.75,7.150000095367432,8.199999809265137,5.263218402862549,499253446
2001-10-01,8.5,9.550000190734863,7.050000190734863,7.300000190734863,4.685548305511475,722832473
2001-11-01,7.25,9.800000190734863,7.199999809265137,8.899999618530273,5.712516784667969,762972385
2001-12-01,8.899999618530273,9.550000190734863,8.25,8.600000381469727,5.519961833953857,400201245
2002-01-01,8.600000381469727,9.100000381469727,7.449999809265137,7.599999904632568,4.878104209899902,546302483
2002-02-01,7.550000190734863,8.050000190734863,7.300000190734863,7.5,4.813919544219971,279517861
2002-03-01,7.5,8.350000381469727,7.099999904632568,7.599999904632568,4.878104209899902,490088437
2002-04-01,7.550000190734863,7.800000190734863,7.099999904632568,7.599999904632568,4.878104209899902,373003055
2002-05-01,7.699999809265137,8.0,7.150000095367432,7.25,4.653456687927246,355712427
2002-06-01,7.25,7.349999904632568,5.900000095367432,6.0,3.8511364459991455,412379563
2002-07-01,5.949999809265137,6.400000095367432,5.0,5.550000190734863,3.5623011589050293,291210448
2002-08-01,5.5,5.949999809265137,4.925000190734863,5.75,3.6906728744506836,267288763
2002-09-01,5.699999809265137,5.800000190734863,4.625,4.699999809265137,3.016723155975342,284515105
2002-10-01,4.824999809265137,5.599999904632568,4.099999904632568,4.849999904632568,3.1130013465881348,494232859
2002-11-01,4.800000190734863,6.300000190734863,4.699999809265137,5.949999809265137,3.8190431594848633,433077908
2002-12-01,6.199999809265137,6.300000190734863,5.199999809265137,5.300000190734863,3.4018373489379883,202226083
2003-01-01,5.349999904632568,6.050000190734863,5.300000190734863,5.5,3.5302083492279053,275875986
2003-02-01,5.550000190734863,5.550000190734863,4.699999809265137,4.724999904632568,3.032769203186035,255173838
2003-03-01,4.724999904632568,5.099999904632568,4.150000095367432,4.275000095367432,2.743934392929077,353219894
2003-04-01,4.25,4.525000095367432,3.799999952316284,4.150000095367432,2.6637020111083984,334875205
2003-05-01,4.150000095367432,4.800000190734863,4.125,4.625,2.9685840606689453,298861851
2003-06-01,4.699999809265137,5.849999904632568,4.699999809265137,5.300000190734863,3.483809232711792,396108088
2003-07-01,5.400000095367432,5.849999904632568,5.150000095367432,5.300000190734863,3.483809232711792,324951154
2003-08-01,5.400000095367432,6.099999904632568,5.050000190734863,5.5,3.6152732372283936,540107936
2003-09-01,5.599999904632568,6.5,5.449999809265137,6.349999904632568,4.173996925354004,653243808
2003-10-01,6.550000190734863,8.25,6.5,7.349999904632568,4.831320285797119,634108342
2003-11-01,7.199999809265137,7.699999809265137,6.400000095367432,7.550000190734863,4.962785243988037,368709109
2003-12-01,7.5,7.650000095367432,6.900000095367432,7.25,4.765587329864502,297161677
2004-01-01,7.25,9.75,7.25,9.0,5.9159016609191895,559346205
2004-02-01,9.0,10.399999618530273,8.5,10.0,6.573225021362305,486002121
2004-03-01,10.050000190734863,10.350000381469727,6.800000190734863,7.050000190734863,4.634122371673584,581079809
2004-04-01,7.0,7.699999809265137,5.849999904632568,6.099999904632568,4.009665489196777,518010435
2004-05-01,6.0,6.150000095367432,5.0,5.900000095367432,3.878202438354492,452693126
2004-06-01,5.900000095367432,6.599999904632568,5.5,6.150000095367432,4.111050605773926,458445096
2004-07-01,5.949999809265137,6.599999904632568,5.699999809265137,5.849999904632568,3.910510301589966,364770000
2004-08-01,5.800000190734863,6.0,5.449999809265137,5.75,3.8436648845672607,314040058
2004-09-01,5.75,6.75,5.699999809265137,6.099999904632568,4.0776262283325195,405957754
2004-10-01,6.25,6.400000095367432,5.5,5.550000190734863,3.7099721431732178,300845935
2004-11-01,5.550000190734863,6.150000095367432,5.400000095367432,6.0,4.0107808113098145,743114923
2004-12-01,6.0,6.5,5.800000190734863,6.199999809265137,4.144473552703857,369594387
2005-01-01,6.150000095367432,6.449999809265137,5.5,6.349999904632568,4.244742393493652,560792779
2005-02-01,6.400000095367432,7.099999904632568,5.949999809265137,6.949999809265137,4.645821571350098,385801614
2005-03-01,6.949999809265137,7.300000190734863,5.900000095367432,6.050000190734863,4.044203281402588,417487617
2005-04-01,6.0,6.449999809265137,5.900000095367432,6.300000190734863,4.211320400238037,269754079
2005-05-01,6.300000190734863,6.449999809265137,5.949999809265137,6.25,4.177896022796631,195042529
