Date,Open,High,Low,Close,Adj Close,Volume
2004-03-15,24.25,25.5,23.0,23.0,23.0,132567200
2004-03-22,22.25,24.0,21.0,23.0,23.0,88781520
2004-03-29,23.0,24.0,22.5,23.25,23.25,28753900
2004-04-05,23.25,25.0,23.25,24.25,24.25,21049900
2004-04-12,24.25,24.5,21.5,22.25,22.25,26097000
2004-04-19,22.0,22.25,19.899999618530273,22.0,22.0,26674320
2004-04-26,21.5,21.75,18.200000762939453,18.799999237060547,18.799999237060547,23794089
2004-05-03,18.5,19.5,18.299999237060547,19.299999237060547,19.299999237060547,17263639
2004-05-10,19.0,19.399999618530273,17.5,17.700000762939453,17.700000762939453,20445095
2004-05-17,17.100000381469727,18.899999618530273,15.800000190734863,18.600000381469727,18.600000381469727,21311800
2004-05-24,18.700000762939453,19.899999618530273,18.5,19.399999618530273,19.399999618530273,13651600
2004-05-31,19.399999618530273,19.399999618530273,18.100000381469727,18.600000381469727,18.600000381469727,5142600
2004-06-07,18.799999237060547,19.100000381469727,17.600000381469727,18.0,18.0,11661260
2004-06-14,18.0,18.0,16.0,16.399999618530273,16.399999618530273,9330500
2004-06-21,16.5,17.5,16.200000762939453,17.100000381469727,17.100000381469727,11502800
2004-06-28,16.899999618530273,17.200000762939453,16.299999237060547,16.700000762939453,16.700000762939453,9842401
2004-07-05,16.600000381469727,16.899999618530273,15.600000381469727,16.0,16.0,16563300
2004-07-12,16.100000381469727,16.200000762939453,14.699999809265137,15.100000381469727,15.100000381469727,25326800
2004-07-19,15.100000381469727,16.600000381469727,14.800000190734863,15.600000381469727,15.600000381469727,26758790
2004-07-26,15.0,16.799999237060547,14.899999618530273,16.399999618530273,16.399999618530273,32245240
2004-08-02,16.700000762939453,16.799999237060547,15.800000190734863,16.399999618530273,16.399999618530273,13538800
2004-08-09,16.100000381469727,16.399999618530273,15.100000381469727,15.300000190734863,15.300000190734863,17357900
2004-08-16,15.0,15.899999618530273,14.699999809265137,15.699999809265137,15.699999809265137,12447800
2004-08-23,15.600000381469727,16.299999237060547,15.199999809265137,15.899999618530273,15.899999618530273,6709200
2004-08-30,16.0,16.399999618530273,15.600000381469727,16.299999237060547,16.299999237060547,11367100
2004-09-06,15.800000190734863,16.100000381469727,15.100000381469727,15.399999618530273,15.399999618530273,23302493
2004-09-13,15.600000381469727,16.700000762939453,15.399999618530273,16.399999618530273,16.399999618530273,50067237
2004-09-20,16.299999237060547,16.700000762939453,15.5,15.600000381469727,15.600000381469727,33494597
2004-09-27,15.699999809265137,15.800000190734863,15.300000190734863,15.5,15.5,12499502
2004-10-04,15.899999618530273,18.700000762939453,15.800000190734863,17.700000762939453,17.700000762939453,112122645
2004-10-11,17.700000762939453,17.899999618530273,16.5,17.100000381469727,17.100000381469727,57886134
2004-10-18,17.100000381469727,17.899999618530273,16.700000762939453,17.100000381469727,17.100000381469727,50972039
2004-10-25,16.700000762939453,16.799999237060547,15.699999809265137,16.299999237060547,16.299999237060547,77983782
2004-11-01,16.5,17.5,16.399999618530273,16.799999237060547,16.799999237060547,62374975
2004-11-08,16.700000762939453,17.5,16.600000381469727,17.399999618530273,17.399999618530273,40197671
2004-11-15,17.700000762939453,18.399999618530273,17.399999618530273,18.100000381469727,18.100000381469727,67740906
2004-11-22,17.700000762939453,19.5,17.600000381469727,19.100000381469727,19.100000381469727,66839124
2004-11-29,19.299999237060547,19.700000762939453,18.5,19.299999237060547,19.299999237060547,40751924
2004-12-06,19.200000762939453,19.600000381469727,18.100000381469727,18.299999237060547,18.299999237060547,28120978
2004-12-13,18.399999618530273,18.600000381469727,17.700000762939453,18.0,18.0,33486428
2004-12-20,17.799999237060547,18.0,16.299999237060547,16.600000381469727,16.600000381469727,48505350
2004-12-27,16.600000381469727,17.100000381469727,16.5,17.100000381469727,17.100000381469727,14344600
2005-01-03,17.0,17.100000381469727,15.699999809265137,16.0,16.0,18823452
2005-01-10,15.699999809265137,16.100000381469727,15.300000190734863,15.399999618530273,15.399999618530273,19542300
2005-01-17,15.5,15.800000190734863,14.899999618530273,15.0,15.0,11894165
2005-01-24,15.0,15.300000190734863,14.699999809265137,15.0,15.0,18003131
2005-01-31,15.199999809265137,16.799999237060547,15.100000381469727,16.600000381469727,16.600000381469727,44368414
2005-02-07,16.700000762939453,16.899999618530273,16.600000381469727,16.799999237060547,16.799999237060547,7611752
2005-02-14,16.899999618530273,17.700000762939453,16.799999237060547,17.0,17.0,41691079
2005-02-21,16.799999237060547,16.899999618530273,16.5,16.799999237060547,16.799999237060547,29399377
2005-02-28,17.0,17.200000762939453,15.600000381469727,15.899999618530273,15.899999618530273,90177609
2005-03-07,15.800000190734863,16.299999237060547,15.399999618530273,16.200000762939453,16.200000762939453,32786805
2005-03-14,16.200000762939453,16.200000762939453,15.600000381469727,15.800000190734863,15.800000190734863,19791335
2005-03-21,15.800000190734863,15.800000190734863,14.899999618530273,15.5,15.5,20429037
2005-03-28,15.0,15.300000190734863,14.600000381469727,15.100000381469727,15.100000381469727,19732395
2005-04-04,15.0,15.800000190734863,14.800000190734863,15.800000190734863,15.800000190734863,29331475
2005-04-11,15.800000190734863,16.0,15.399999618530273,15.5,15.5,35098566
2005-04-18,15.199999809265137,15.399999618530273,14.899999618530273,15.100000381469727,15.100000381469727,13376607
2005-04-25,15.0,15.199999809265137,14.899999618530273,15.199999809265137,15.199999809265137,16934627
2005-05-02,15.100000381469727,15.5,15.0,15.300000190734863,15.300000190734863,10123448
2005-05-09,15.300000190734863,15.600000381469727,15.100000381469727,15.100000381469727,15.100000381469727,12610302
2005-05-16,15.199999809265137,15.300000190734863,14.699999809265137,15.199999809265137,15.199999809265137,13080168
2005-05-23,15.199999809265137,15.300000190734863,14.899999618530273,15.100000381469727,15.100000381469727,22604328
2005-05-30,15.100000381469727,16.399999618530273,15.0,16.399999618530273,16.399999618530273,97923247
2005-06-06,16.299999237060547,17.100000381469727,16.0,16.799999237060547,16.799999237060547,81287628
2005-06-13,16.700000762939453,17.299999237060547,16.299999237060547,17.0,17.0,32826371
2005-06-20,16.799999237060547,17.200000762939453,16.5,16.600000381469727,16.600000381469727,28975235
2005-06-27,16.5,16.600000381469727,15.800000190734863,16.0,16.0,29803945
2005-07-04,16.100000381469727,16.600000381469727,15.699999809265137,15.899999618530273,15.899999618530273,25817078
2005-07-11,16.100000381469727,17.600000381469727,16.0,17.5,17.5,58683852
2005-07-18,17.5,17.600000381469727,16.299999237060547,16.5,16.5,29089084
2005-07-25,16.600000381469727,17.0,16.200000762939453,16.5,16.5,29257162
2005-08-01,16.700000762939453,17.299999237060547,16.299999237060547,16.5,16.5,29567646
2005-08-08,16.5,17.100000381469727,16.200000762939453,16.899999618530273,16.899999618530273,29988866
2005-08-15,17.0,17.0,15.899999618530273,16.200000762939453,16.200000762939453,25317630
2005-08-22,16.200000762939453,16.399999618530273,15.800000190734863,16.0,16.0,16164811
2005-08-29,15.899999618530273,15.899999618530273,15.100000381469727,15.300000190734863,15.300000190734863,37209555
2005-09-05,15.300000190734863,15.800000190734863,15.100000381469727,15.199999809265137,15.199999809265137,32662015
2005-09-12,15.300000190734863,15.5,15.100000381469727,15.199999809265137,15.199999809265137,21570619
2005-09-19,15.199999809265137,15.300000190734863,14.199999809265137,14.5,14.5,23798950
2005-09-26,14.399999618530273,14.399999618530273,12.100000381469727,13.600000381469727,13.600000381469727,78325630
2005-10-03,13.600000381469727,13.699999809265137,12.5,12.800000190734863,12.800000190734863,23202654
2005-10-10,12.800000190734863,12.899999618530273,11.800000190734863,11.899999618530273,11.899999618530273,24148525
2005-10-17,12.100000381469727,12.5,10.899999618530273,11.199999809265137,11.199999809265137,26091982
2005-10-24,11.300000190734863,11.5,9.5,10.0,10.0,50077729
2005-10-31,10.199999809265137,11.300000190734863,10.0,11.100000381469727,11.100000381469727,30774968
2005-11-07,11.0,11.699999809265137,10.5,11.5,11.5,30189343
2005-11-14,11.5,11.600000381469727,11.100000381469727,11.600000381469727,11.600000381469727,9955416
2005-11-21,11.600000381469727,11.699999809265137,11.0,11.600000381469727,11.600000381469727,22827974
2005-11-28,11.5,12.100000381469727,11.199999809265137,12.0,12.0,18951024
2005-12-05,12.0,12.100000381469727,11.199999809265137,11.300000190734863,11.300000190734863,10895752
2005-12-12,11.300000190734863,11.399999618530273,11.0,11.100000381469727,11.100000381469727,11137457
2005-12-19,11.0,11.199999809265137,10.5,10.699999809265137,10.699999809265137,9766376
2005-12-26,10.600000381469727,10.899999618530273,10.199999809265137,10.5,10.5,3683345
2006-01-02,10.300000190734863,11.800000190734863,10.100000381469727,11.5,11.5,23425794
2006-01-09,11.899999618530273,12.199999809265137,11.600000381469727,11.699999809265137,11.699999809265137,43748075
2006-01-16,11.699999809265137,12.100000381469727,11.100000381469727,11.899999618530273,11.899999618530273,42832714
2006-01-23,11.600000381469727,13.100000381469727,11.5,12.800000190734863,12.800000190734863,56023432
2006-01-30,13.0,13.0,12.300000190734863,12.399999618530273,12.399999618530273,16531015
2006-02-06,12.399999618530273,13.300000190734863,11.899999618530273,12.0,12.0,59823842
2006-02-13,11.800000190734863,12.199999809265137,11.5,11.800000190734863,11.800000190734863,28723465
2006-02-20,11.800000190734863,11.899999618530273,11.5,11.699999809265137,11.699999809265137,15190711
2006-02-27,11.699999809265137,12.300000190734863,11.100000381469727,11.899999618530273,11.899999618530273,35782749
